Anne Rice,"This is the story of Louis, as told in his own words, of his journey through mortal and immortal life. Louis recounts how he became a vampire at the hands of the radiant and sinister Lestat and how he became indoctrinated, unwillingly, into the vampire way of life. His story ebbs and flows through the streets of New Orleans, defining crucial moments such as his discovery of the exquisite lost young child Claudia, wanting not to hurt but to comfort her with the last breaths of humanity he has inside. Yet, he makes Claudia a vampire, trapping her womanly passion, will, and intelligence inside the body of a small child. Louis and Claudia form a seemingly unbreakable alliance and even ""settle down"" for a while in the opulent French Quarter. Louis remembers Claudia's struggle to understand herself and the hatred they both have for Lestat that sends them halfway across the world to seek others of their kind. Louis and Claudia are desperate to find somewhere they belong, to find others who understand, and someone who knows what and why they are.Louis and Claudia travel Europe, eventually coming to Paris and the ragingly successful Theatre des Vampires - a theatre of vampires pretending to be mortals pretending to be vampires. Here they meet the magnetic and ethereal Armand, who brings them into a whole society of vampires. But Louis and Claudia find that finding others like themselves provides no easy answers and in fact presents dangers they scarcely imagined.",,Mass Market Paperback,9.78035E+12,342 pages,3.98,428588,8739,Interview with the Vampire,Horror|Fantasy|Fiction|Paranormal|Vampires|Fantasy|Paranormal,https://images.gr-assets.com/books/1380631642l/43763.jpg
George Orwell|Erich Fromm,"Among the seminal texts of the 20th century, Nineteen Eighty-Four is a rare work that grows more haunting as its futuristic purgatory becomes more real. Published in 1949, the book offers political satirist George Orwell's nightmare vision of a totalitarian, bureaucratic world and one poor stiff's attempt to find individuality. The brilliance of the novel is Orwell's prescience of modern life--the ubiquity of television, the distortion of the language--and his ability to construct such a thorough version of hell. Required reading for students since it was published, it ranks among the most terrifying novels ever written.",Signet Classics,Mass Market Paperback,9.78045E+12,328 pages,4.16,2420816,53773,1984,Classics|Fiction|Science Fiction|Science Fiction|Dystopia,https://images.gr-assets.com/books/1348990566l/5470.jpg
Anita Diamant,"Her name is Dinah. In the Bible, her life is only hinted at in a brief and violent detour within the more familiar chapters of the Book of Genesis that are about her father, Jacob, and his dozen sons. Told in Dinah's voice, this novel reveals the traditions and turmoils of ancient womanhood--the world of the red tent. It begins with the story of her mothers--Leah, Rachel, Zilpah, and Bilhah--the four wives of Jacob. They love Dinah and give her gifts that sustain her through a hard-working youth, a calling to midwifery, and a new home in a foreign land. Dinah's story reaches out from a remarkable period of early history and creates an intimate connection with the past. Deeply affecting, The Red Tent combines rich storytelling with a valuable achievement in modern fiction: a new view of biblical women's society.",,Hardcover,9.78031E+12,336 pages,4.16,470202,18027,The Red Tent,Historical|Historical Fiction|Fiction|Christian|Literature,https://images.gr-assets.com/books/1405739117l/4989.jpg
Sue Monk Kidd,"Set in South Carolina in 1964, The Secret Life of Bees tells the story of Lily Owens, whose life has been shaped around the blurred memory of the afternoon her mother was killed. When Lily's fierce-hearted black ""stand-in mother,"" Rosaleen, insults three of the deepest racists in town, Lily decides to spring them both free. They escape to Tiburon, South Carolina--a town that holds the secret to her mother's past. Taken in by an eccentric trio of black beekeeping sisters, Lily is introduced to their mesmerizing world of bees and honey, and the Black Madonna. This is a remarkable novel about divine female power, a story women will share and pass on to their daughters for years to come.",,Paperback,9.78014E+12,336 pages,4.03,1001343,28026,The Secret Life of Bees,Fiction|Historical|Historical Fiction|Young Adult|Adult Fiction,https://images.gr-assets.com/books/1473454532l/37435.jpg
J.K. Rowling|Mary GrandPré,"Harry Potter's third year at Hogwarts is full of new dangers. A convicted murderer, Sirius Black, has broken out of Azkaban prison, and it seems he's after Harry. Now Hogwarts is being patrolled by the dementors, the Azkaban guards who are hunting Sirius. But Harry can't imagine that Sirius or, for that matter, the evil Lord Voldemort could be more frightening than the dementors themselves, who have the terrible power to fill anyone they come across with aching loneliness and despair. Meanwhile, life continues as usual at Hogwarts. A top-of-the-line broom takes Harry's success at Quidditch, the sport of the Wizarding world, to new heights. A cute fourth-year student catches his eye. And he becomes close with the new Defense of the Dark Arts teacher, who was a childhood friend of his father. Yet despite the relative safety of life at Hogwarts and the best efforts of the dementors, the threat of Sirius Black grows ever closer. But if Harry has learned anything from his education in wizardry, it is that things are often not what they seem. Tragic revelations, heartwarming surprises, and high-stakes magical adventures await the boy wizard in this funny and poignant third installment of the beloved series.--scholastic.com",,Mass Market Paperback,9.78044E+12,435 pages,4.55,2217128,42873,Harry Potter and the Prisoner of Azkaban,Fantasy|Young Adult|Fiction,https://images.gr-assets.com/books/1499277281l/5.jpg
Cassandra Clare,"In a time when Shadowhunters are barely winning the fight against the forces of darkness, one battle will change the course of history forever. Welcome to the Infernal Devices trilogy, a stunning and dangerous prequel to the New York Times bestselling Mortal Instruments series.The year is 1878. Tessa Gray descends into London’s dark supernatural underworld in search of her missing brother. She soon discovers that her only allies are the demon-slaying Shadowhunters—including Will and Jem, the mysterious boys she is attracted to. Soon they find themselves up against the Pandemonium Club, a secret organization of vampires, demons, warlocks, and humans. Equipped with a magical army of unstoppable clockwork creatures, the Club is out to rule the British Empire, and only Tessa and her allies can stop them...",First Edition,Hardcover,9.78142E+12,481 pages,4.33,572963,26716,Clockwork Angel,Fantasy|Young Adult|Fantasy|Paranormal|Science Fiction|Steampunk|Romance,https://images.gr-assets.com/books/1454962884l/7171637.jpg
Jeffrey Eugenides,"Middlesex tells the breathtaking story of Calliope Stephanides, and three generations of the Greek-American Stephanides family, who travel from a tiny village overlooking Mount Olympus in Asia Minor to Prohibition-era Detroit, witnessing its glory days as the Motor City and the race riots of 1967 before moving out to the tree-lined streets of suburban Grosse Pointe, Michigan. To understand why Calliope is not like other girls, she has to uncover a guilty family secret, and the astonishing genetic history that turns Callie into Cal, one of the most audacious and wondrous narrators in contemporary fiction. Lyrical and thrilling, Middlesex is an exhilarating reinvention of the American epic.",,Paperback,9.78031E+12,529 pages,3.99,539113,21898,Middlesex,Fiction|Historical|Historical Fiction|Contemporary,https://images.gr-assets.com/books/1437029776l/2187.jpg
Charles Dickens|Marisa Sestino,"In what may be Dickens's best novel, humble, orphaned Pip is apprenticed to the dirty work of the forge but dares to dream of becoming a gentleman — and one day, under sudden and enigmatic circumstances, he finds himself in possession of ""great expectations."" In this gripping tale of crime and guilt, revenge and reward, the compelling characters include Magwitch, the fearful and fearsome convict; Estella, whose beauty is excelled only by her haughtiness; and the embittered Miss Havisham, an eccentric jilted bride.",Oxford World's Classics,Paperback,9.78019E+12,505 pages,3.76,562389,13554,Great Expectations,Classics|Fiction|Literature|Historical|Historical Fiction,https://images.gr-assets.com/books/1327920219l/2623.jpg
Mark Twain|Guy Cardwell|John Seelye,"Tom Sawyer is sure to find trouble wherever the river leads him…On the banks of the Mississippi River, Tom Sawyer and his friends seek out adventure at every turn. Then one fateful night in the graveyard they witness a murder. The boys make a blood oath never to reveal the secret, and they run away to be pirates in search of hidden treasure. But when Tom gets trapped in a cave with scary Injun Joe, can he escape unharmed?This Puffin Classic includes a behind-the-scenes journey, including an author profile, a guide to who's who, activities and more…",,Paperback,9.78014E+12,244 pages,3.9,657117,8166,The Adventures of Tom Sawyer,Classics|Fiction|Adventure|Young Adult|Historical|Historical Fiction|Literature|Childrens|Academic|School|Novels|Literature|American,https://images.gr-assets.com/books/1404811979l/24583.jpg
Albert Camus|Matthew    Ward,"Through the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach, Camus explored what he termed ""the nakedness of man faced with the absurd."" First published in English in 1946; now in a new translation by Matthew Ward.",,Paperback,,123 pages,3.97,555897,17611,The Stranger,Classics|Fiction|Philosophy|Cultural|France|Literature|Novels|European Literature|French Literature|Academic|School|Literature|20th Century|Academic|Read For School,https://images.gr-assets.com/books/1349927872l/49552.jpg
Agatha Christie,"First, there were ten—a curious assortment of strangers summoned as weekend guests to a private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal—and a secret that will seal their fate. For each has been marked for murder. One by one they fall prey. Before the weekend is out, there will be none. And only the dead are above suspicion.",,Paperback,9.78031E+12,264 pages,4.25,577459,22367,And Then There Were None,Mystery|Classics|Fiction|Mystery|Crime|Thriller,https://images.gr-assets.com/books/1391120695l/16299.jpg
